year;sex;age;rate
2087;1;96;0.00108142121333394
2087;1;97;0.00110611461101645
2087;1;98;0.00116467791732661
2087;1;99;0.00121482410629462
2087;1;100;0.00215562973762412
2087;2;0;0.00239554983037547
2087;2;1;0.00631359588272318
2087;2;2;0.00697125742666106
2087;2;3;0.00782487086851382
2087;2;4;0.00822934996496135
2087;2;5;0.00871148312466219
2087;2;6;0.00868230749145149
2087;2;7;0.00834926247191992
2087;2;8;0.00736682469122218
2087;2;9;0.00658949496347407
2087;2;10;0.00588702909140999
2087;2;11;0.00540372726939491
2087;2;12;0.00491146385436192
2087;2;13;0.00446302751510944
2087;2;14;0.0039384003454477
2087;2;15;0.00348657582018076
2087;2;16;0.00299622376290357
2087;2;17;0.00241978318954656
2087;2;18;0.00230425838334061
2087;2;19;0.00455920722476125
2087;2;20;0.0063347334938889
2087;2;21;0.0075922654458108
2087;2;22;0.0086831197801627
2087;2;23;0.0104939491860482
2087;2;24;0.0119042172660255
2087;2;25;0.0132625369952351
2087;2;26;0.0142313638585814
2087;2;27;0.0143924036733896
2087;2;28;0.0141666651088454
2087;2;29;0.0138201908166158
2087;2;30;0.0134194540207054
2087;2;31;0.0128411683317461
2087;2;32;0.0122917422873059
2087;2;33;0.0115660093840911
2087;2;34;0.0110151267855552
2087;2;35;0.0103866709089269
2087;2;36;0.00988270462646371
2087;2;37;0.00934994087499676
2087;2;38;0.00879767433714026
2087;2;39;0.00828825484942316
2087;2;40;0.00785192588190463
2087;2;41;0.00737640223661476
2087;2;42;0.00692946623829693
2087;2;43;0.00646898980287844
2087;2;44;0.00610240911337204
2087;2;45;0.00566862678753345
2087;2;46;0.00532540773884954
